Transcript stable ID,Transcript name,Transcript type
ENSDART00000156308,si:ch211-197e18.1-201,lincRNA
ENSDART00000097522,parvg-201,protein_coding
ENSDART00000127483,si:ch211-198m17.1-201,protein_coding
ENSDART00000183613,DNAH3-202,protein_coding
ENSDART00000142998,DNAH3-201,protein_coding
ENSDART00000182436,DNAH3-203,protein_coding
ENSDART00000159675,or30bu1-201,protein_coding
ENSDART00000172764,si:ch211-190h11.2-201,lincRNA
ENSDART00000172892,si:ch211-190h11.2-202,lincRNA
ENSDART00000173307,si:ch211-190h11.2-204,retained_intron
ENSDART00000172965,si:ch211-190h11.2-203,retained_intron
ENSDART00000156526,ap5b1-202,protein_coding
ENSDART00000113185,ap5b1-201,protein_coding
ENSDART00000148548,nhej1-201,protein_coding
ENSDART00000171123,nhej1-203,protein_coding
ENSDART00000148879,nhej1-202,retained_intron
ENSDART00000145410,si:dkeyp-69b9.3-201,protein_coding
ENSDART00000149204,si:dkey-85n7.7-201,protein_coding
ENSDART00000153303,si:dkey-85n7.7-204,processed_transcript
ENSDART00000149732,si:dkey-85n7.7-202,protein_coding
ENSDART00000153121,si:dkey-85n7.7-203,protein_coding
ENSDART00000090171,nlgn3b-201,protein_coding
ENSDART00000132028,pitpnaa-203,protein_coding
ENSDART00000057257,pitpnaa-201,protein_coding
ENSDART00000057697,pitpnaa-202,protein_coding
ENSDART00000164426,CTU1-202,protein_coding
ENSDART00000017850,CTU1-201,protein_coding
ENSDART00000161797,nitr12-201,protein_coding
ENSDART00000173668,nitr12-202,protein_coding
ENSDART00000173934,nitr12-203,protein_coding
ENSDART00000124091,wfdc2-201,protein_coding
ENSDART00000163388,si:dkey-157e10.8-201,protein_coding
ENSDART00000146315,STX5-201,protein_coding
ENSDART00000021121,STX5-202,protein_coding
ENSDART00000183937,si:dkeyp-68b7.12-202,protein_coding
ENSDART00000111512,si:dkeyp-68b7.12-201,protein_coding
ENSDART00000172678,ldlrb-203,protein_coding
ENSDART00000151899,ldlrb-201,protein_coding
ENSDART00000152066,ldlrb-202,nonsense_mediated_decay
ENSDART00000170377,si:ch211-59m15.1-202,processed_transcript
ENSDART00000160232,si:ch211-59m15.1-201,processed_transcript
ENSDART00000041577,KIF7-201,protein_coding
ENSDART00000166519,KIF7-202,processed_transcript
ENSDART00000155768,si:ch211-137i24.14-201,antisense
ENSDART00000156592,si:ch211-137i24.14-202,antisense
ENSDART00000147618,NARF-202,processed_transcript
ENSDART00000142716,NARF-203,protein_coding
ENSDART00000007053,NARF-201,protein_coding
ENSDART00000149293,si:ch211-220m6.5-201,processed_transcript
ENSDART00000126984,NRAP-202,protein_coding
ENSDART00000124920,NRAP-201,protein_coding
ENSDART00000162639,or41a1-201,protein_coding
ENSDART00000186786,GPR155-202,protein_coding
ENSDART00000147034,GPR155-201,protein_coding
ENSDART00000021092,SNX27-201,protein_coding
ENSDART00000101204,alcamb-201,protein_coding
ENSDART00000167332,hamp-201,protein_coding
ENSDART00000168861,hamp-202,protein_coding
ENSDART00000143325,NT5C1B-201,protein_coding
ENSDART00000076696,ARAF-204,protein_coding
ENSDART00000140081,ARAF-201,protein_coding
ENSDART00000164542,ARAF-205,protein_coding
ENSDART00000138182,ARAF-203,protein_coding
ENSDART00000076687,ARAF-206,protein_coding
ENSDART00000136342,ARAF-202,protein_coding
ENSDART00000138269,si:ch211-163b2.2-201,lincRNA
ENSDART00000154863,ISCA2-202,protein_coding
ENSDART00000055611,ISCA2-201,protein_coding
ENSDART00000173471,si:dkey-33c9.6-202,protein_coding
ENSDART00000173809,si:dkey-33c9.6-203,protein_coding
ENSDART00000052906,si:dkey-33c9.6-201,protein_coding
ENSDART00000183048,RPTOR-202,protein_coding
ENSDART00000181577,RPTOR-203,protein_coding
ENSDART00000170597,RPTOR-204,protein_coding
ENSDART00000172709,RPTOR-201,protein_coding
ENSDART00000170143,si:dkeyp-120g4.1-202,protein_coding
ENSDART00000164348,si:dkeyp-120g4.1-201,protein_coding
ENSDART00000191414,si:dkeyp-120g4.1-204,protein_coding
ENSDART00000187058,si:dkeyp-120g4.1-203,protein_coding
ENSDART00000152231,si:dkey-71h2.4-201,sense_intronic
ENSDART00000054843,INTS15-202,protein_coding
ENSDART00000138630,INTS15-201,protein_coding
ENSDART00000179964,CAMKV-202,protein_coding
ENSDART00000154333,CAMKV-201,protein_coding
ENSDART00000155267,si:ch211-149e23.4-201,protein_coding
ENSDART00000173213,,lincRNA
ENSDART00000141352,si:ch211-122l14.8-201,processed_transcript
ENSDART00000106488,PLOD2-204,protein_coding
ENSDART00000140035,PLOD2-202,retained_intron
ENSDART00000005901,PLOD2-203,protein_coding
ENSDART00000128182,PLOD2-201,retained_intron
ENSDART00000133077,si:ch211-122l14.7-201,protein_coding
ENSDART00000052086,tmem54b-201,protein_coding
ENSDART00000124471,rpgrb-202,protein_coding
ENSDART00000088624,rpgrb-201,protein_coding
ENSDART00000099647,crfb16-201,protein_coding
ENSDART00000138443,crfb16-202,protein_coding
ENSDART00000139813,TOR1B-201,protein_coding
ENSDART00000111699,TOR1B-202,protein_coding
ENSDART00000152246,FLRT2-201,protein_coding
ENSDART00000064968,RASGEF1B-201,protein_coding
ENSDART00000151672,si:ch211-276a17.5-201,protein_coding
ENSDART00000138049,pxmp2-202,processed_transcript
ENSDART00000026516,pxmp2-201,protein_coding
ENSDART00000150852,TMEM214-204,retained_intron
ENSDART00000150594,TMEM214-203,retained_intron
ENSDART00000150812,TMEM214-202,retained_intron
ENSDART00000128743,TMEM214-201,protein_coding
ENSDART00000189645,FA2H-204,protein_coding
ENSDART00000165510,FA2H-202,protein_coding
ENSDART00000121859,FA2H-201,protein_coding
ENSDART00000190959,FA2H-203,protein_coding
ENSDART00000142069,NDUFB7-202,protein_coding
ENSDART00000043933,NDUFB7-201,protein_coding
ENSDART00000148516,CTDP1-201,protein_coding
ENSDART00000169072,ANKHD1-202,protein_coding
ENSDART00000147947,ANKHD1-201,protein_coding
ENSDART00000155119,si:ch211-123o7.6-201,antisense
ENSDART00000057464,trim35-31-201,protein_coding
ENSDART00000176133,trim35-31-202,protein_coding
ENSDART00000162187,traj55-201,TR_J_gene
ENSDART00000172882,CYP27B1-201,protein_coding
ENSDART00000163138,si:ch73-281i18.6-202,protein_coding
ENSDART00000129570,si:ch73-281i18.6-201,protein_coding
ENSDART00000170007,si:ch73-281i18.6-203,nonsense_mediated_decay
ENSDART00000075782,SLC7A10-201,protein_coding
ENSDART00000060594,MRPL51-201,protein_coding
ENSDART00000097540,MRPL51-202,protein_coding
ENSDART00000154409,pimr190-201,protein_coding
ENSDART00000184251,si:ch211-198e20.6-201,lincRNA
ENSDART00000140999,si:dkey-149i17.8-201,protein_coding
ENSDART00000067423,FRS2-201,protein_coding
ENSDART00000122735,usp43b-201,protein_coding
ENSDART00000150875,si:dkeyp-100h4.8-201,protein_coding
ENSDART00000086885,asmt2-201,protein_coding
ENSDART00000173826,,unprocessed_pseudogene
ENSDART00000112659,ipp-201,processed_transcript
ENSDART00000168247,ipp-202,processed_transcript
ENSDART00000156364,USP3-202,retained_intron
ENSDART00000155698,USP3-201,protein_coding
ENSDART00000163680,HMGCS1-203,protein_coding
ENSDART00000167613,HMGCS1-202,protein_coding
ENSDART00000162628,HMGCS1-201,protein_coding
ENSDART00000190025,HMGCS1-205,protein_coding
ENSDART00000159216,HMGCS1-204,protein_coding
ENSDART00000098806,ugt5c3-201,protein_coding
ENSDART00000161350,traj6-201,TR_J_gene
ENSDART00000160071,si:ch211-271d10.2-201,protein_coding
ENSDART00000143398,SGMS2-201,protein_coding
ENSDART00000133392,SGMS2-204,processed_transcript
ENSDART00000141476,SGMS2-203,protein_coding
ENSDART00000138301,SGMS2-202,protein_coding
ENSDART00000136016,HAPLN4-201,protein_coding
ENSDART00000111052,OLIG3-201,protein_coding
ENSDART00000109990,abhd15a-201,protein_coding
ENSDART00000186706,abhd15a-202,protein_coding
ENSDART00000169589,zgc:171695-201,protein_coding
ENSDART00000136672,TAFA1-201,protein_coding
ENSDART00000112735,TAFA1-202,protein_coding
ENSDART00000153006,ANKEF1-201,protein_coding
ENSDART00000191797,ANKEF1-202,protein_coding
ENSDART00000099479,crfb4-201,protein_coding
ENSDART00000063138,vmo1a-201,protein_coding
ENSDART00000140321,LSM11-202,processed_transcript
ENSDART00000129676,LSM11-201,protein_coding
ENSDART00000079210,CDK5-201,protein_coding
ENSDART00000171376,si:dkey-107h14.8-201,antisense
ENSDART00000163411,helz2c-203,protein_coding
ENSDART00000004476,helz2c-201,processed_transcript
ENSDART00000144897,helz2c-202,protein_coding
ENSDART00000172119,lonrf1-202,protein_coding
ENSDART00000144516,lonrf1-201,protein_coding
ENSDART00000133277,prf1.2-201,protein_coding
ENSDART00000131410,HOXB3-202,protein_coding
ENSDART00000078466,HOXB3-201,protein_coding
ENSDART00000143981,HOXB3-203,protein_coding
ENSDART00000174580,HOXB3-208,protein_coding
ENSDART00000187409,HOXB3-207,protein_coding
ENSDART00000182247,HOXB3-205,protein_coding
ENSDART00000153512,HOXB3-204,protein_coding
ENSDART00000184299,HOXB3-206,protein_coding
ENSDART00000153168,SLC16A5-201,protein_coding
ENSDART00000045186,SLC16A5-202,protein_coding
ENSDART00000147917,GPR176-201,protein_coding
ENSDART00000061577,FHL2-201,protein_coding
ENSDART00000179893,FHL2-203,protein_coding
ENSDART00000122279,FHL2-202,protein_coding
ENSDART00000193421,FHL2-204,protein_coding
ENSDART00000139924,GOLPH3L-201,protein_coding
ENSDART00000183848,GOLPH3L-203,protein_coding
ENSDART00000138837,GOLPH3L-202,protein_coding
ENSDART00000079691,IQCH-203,protein_coding
ENSDART00000147470,IQCH-202,protein_coding
ENSDART00000135049,IQCH-201,protein_coding
ENSDART00000154540,tdrd6b-201,protein_coding
ENSDART00000180384,tdrd6b-203,protein_coding
ENSDART00000175024,tdrd6b-202,protein_coding
ENSDART00000184486,tdrd6b-204,protein_coding
ENSDART00000156372,SHPK-202,protein_coding
ENSDART00000020044,SHPK-201,protein_coding
ENSDART00000101292,si:dkey-238c7.16-201,protein_coding
ENSDART00000065139,GFI1-201,protein_coding
ENSDART00000144257,pdyn-202,protein_coding
ENSDART00000141484,pdyn-201,protein_coding
ENSDART00000160276,si:ch73-109d9.3-201,protein_coding
ENSDART00000139285,B3GNT3-201,protein_coding
ENSDART00000149911,AGTR1-201,protein_coding
ENSDART00000066834,AGTR1-202,protein_coding
ENSDART00000188808,si:ch73-106l15.3-203,protein_coding
ENSDART00000187511,si:ch73-106l15.3-202,protein_coding
ENSDART00000081894,si:ch73-106l15.3-201,protein_coding
ENSDART00000077800,TFDP1-202,protein_coding
ENSDART00000140851,TFDP1-201,retained_intron
ENSDART00000121828,TFDP1-203,protein_coding
ENSDART00000142347,TFDP1-204,protein_coding
ENSDART00000136219,si:dkey-125h23.1-201,lincRNA
ENSDART00000153505,si:ch211-72a16.11-201,lincRNA
ENSDART00000181891,si:dkeyp-100h4.1-204,protein_coding
ENSDART00000102949,si:dkeyp-100h4.1-201,protein_coding
ENSDART00000183998,si:dkeyp-100h4.1-205,protein_coding
ENSDART00000180528,si:dkeyp-100h4.1-203,protein_coding
ENSDART00000135262,si:dkeyp-100h4.1-202,protein_coding
ENSDART00000170471,si:dkey-1b17.9-201,protein_coding
ENSDART00000167251,SS18L2-202,processed_transcript
ENSDART00000167841,SS18L2-201,protein_coding
ENSDART00000006927,USE1-202,protein_coding
ENSDART00000126664,USE1-201,protein_coding
ENSDART00000160463,si:ch211-223g7.6-201,protein_coding
ENSDART00000161238,si:ch211-223g7.6-202,protein_coding
ENSDART00000172136,si:ch211-223g7.6-203,protein_coding
ENSDART00000190736,si:ch211-223g7.6-204,protein_coding
ENSDART00000149067,FES-202,nonsense_mediated_decay
ENSDART00000180985,FES-204,protein_coding
ENSDART00000149591,FES-203,retained_intron
ENSDART00000149938,FES-201,protein_coding
ENSDART00000162837,zgc:123103-201,protein_coding
ENSDART00000170821,zgc:123103-202,retained_intron
ENSDART00000131463,si:ch211-132g1.1-201,protein_coding
ENSDART00000184111,IDH3B-202,protein_coding
ENSDART00000149371,IDH3B-201,protein_coding
ENSDART00000019733,IRF4-201,protein_coding
ENSDART00000172754,si:ch211-69b22.4-202,antisense
ENSDART00000163876,si:ch211-69b22.4-201,antisense
ENSDART00000173304,si:ch211-69b22.4-203,antisense
ENSDART00000112778,GPR183-201,protein_coding
ENSDART00000025562,cdh18a-201,protein_coding
ENSDART00000184362,cdh18a-204,protein_coding
ENSDART00000168957,cdh18a-203,protein_coding
ENSDART00000099157,cdh18a-202,protein_coding
ENSDART00000128788,MTG2-201,protein_coding
ENSDART00000144769,PKIG-202,protein_coding
ENSDART00000138731,PKIG-203,processed_transcript
ENSDART00000124963,PKIG-201,protein_coding
ENSDART00000141283,mief2-203,protein_coding
ENSDART00000103626,mief2-201,protein_coding
ENSDART00000121439,mief2-202,protein_coding
ENSDART00000149429,BOK-201,protein_coding
ENSDART00000168277,BOK-202,protein_coding
ENSDART00000156512,si:ch211-129o18.4-201,protein_coding
ENSDART00000154820,si:ch73-171a6.2-201,lincRNA
ENSDART00000083442,SRCIN1-203,protein_coding
ENSDART00000148107,SRCIN1-201,protein_coding
ENSDART00000174685,SRCIN1-202,protein_coding
ENSDART00000140935,si:rp71-17i16.6-201,protein_coding
ENSDART00000156683,si:ch73-267i21.1-201,lincRNA
ENSDART00000079283,tmeff1b-201,protein_coding
ENSDART00000039510,tap2t-201,protein_coding
ENSDART00000153401,tap2t-202,protein_coding
ENSDART00000159602,si:dkeyp-51g9.4-201,protein_coding
ENSDART00000147667,alkbh6-202,processed_transcript
ENSDART00000111414,alkbh6-201,protein_coding
ENSDART00000154459,si:ch211-247l22.4-201,lincRNA
ENSDART00000167022,si:rp71-1l17.2-201,protein_coding
ENSDART00000182248,si:rp71-1l17.2-203,protein_coding
ENSDART00000169144,si:rp71-1l17.2-202,protein_coding
ENSDART00000192977,si:rp71-1l17.2-205,protein_coding
ENSDART00000184208,si:rp71-1l17.2-204,protein_coding
ENSDART00000164445,TNNT2-201,protein_coding
ENSDART00000166902,SETBP1-202,protein_coding
ENSDART00000143276,SETBP1-201,protein_coding
ENSDART00000146584,si:dkeyp-73g8.7-201,processed_transcript
ENSDART00000051070,GOLPH3-202,protein_coding
ENSDART00000074781,GOLPH3-201,protein_coding
ENSDART00000004842,DUSP23-201,protein_coding
ENSDART00000152853,henmt1-203,retained_intron
ENSDART00000139202,henmt1-202,retained_intron
ENSDART00000015000,henmt1-201,protein_coding
ENSDART00000162892,zgc:109986-202,processed_transcript
ENSDART00000166081,zgc:109986-203,protein_coding
ENSDART00000161574,zgc:109986-201,protein_coding
ENSDART00000022179,PRKAG1-201,protein_coding
ENSDART00000025356,haus5-201,protein_coding
ENSDART00000146192,PIP4P1-201,protein_coding
ENSDART00000147430,tars3-201,protein_coding
ENSDART00000165180,tars3-202,protein_coding
ENSDART00000145961,si:ch1073-44m10.1-202,processed_transcript
ENSDART00000131801,si:ch1073-44m10.1-201,processed_transcript
ENSDART00000128561,ecscr-201,protein_coding
ENSDART00000044115,MED6-201,protein_coding
ENSDART00000133072,MED6-202,nonsense_mediated_decay
ENSDART00000110137,si:ch211-247j9.1-201,protein_coding
ENSDART00000161723,si:ch211-247j9.1-203,protein_coding
ENSDART00000154105,si:ch211-247j9.1-202,protein_coding
ENSDART00000135845,ak9-202,protein_coding
ENSDART00000038535,ak9-201,protein_coding
ENSDART00000169912,GAB2-201,protein_coding
ENSDART00000172094,si:dkeyp-30d6.4-201,processed_transcript
ENSDART00000171291,C7H7H19orf12-203,retained_intron
ENSDART00000157602,C7H7H19orf12-202,protein_coding
ENSDART00000166983,C7H7H19orf12-201,protein_coding
ENSDART00000180481,NAV2-207,protein_coding
ENSDART00000113332,NAV2-209,protein_coding
ENSDART00000173541,NAV2-201,protein_coding
ENSDART00000173660,NAV2-204,protein_coding
ENSDART00000173580,NAV2-202,protein_coding
ENSDART00000173770,NAV2-203,protein_coding
ENSDART00000184585,NAV2-205,protein_coding
ENSDART00000188749,NAV2-208,protein_coding
ENSDART00000186956,NAV2-206,protein_coding
ENSDART00000168397,si:dkey-207c17.1-201,antisense
ENSDART00000141231,si:dkey-18a10.3-201,protein_coding
ENSDART00000099602,ube2l3b-202,protein_coding
ENSDART00000004539,ube2l3b-201,protein_coding
ENSDART00000146136,ube2l3b-203,protein_coding
ENSDART00000161638,il12rb1-201,protein_coding
ENSDART00000159446,si:ch73-160p18.5-201,lincRNA
ENSDART00000180637,si:ch73-160p18.5-205,lincRNA
ENSDART00000172719,si:ch73-160p18.5-204,lincRNA
ENSDART00000167055,si:ch73-160p18.5-202,lincRNA
ENSDART00000169902,si:ch73-160p18.5-203,lincRNA
ENSDART00000148874,si:ch211-209l18.5-201,processed_transcript
ENSDART00000073936,ACVR1B-203,protein_coding
ENSDART00000156716,ACVR1B-201,protein_coding
ENSDART00000155659,ACVR1B-202,protein_coding
ENSDART00000144054,si:ch211-209l18.2-202,protein_coding
ENSDART00000147482,si:ch211-209l18.2-203,protein_coding
ENSDART00000132541,si:ch211-209l18.2-201,protein_coding
ENSDART00000101765,rbm44-201,protein_coding
ENSDART00000144480,rbm44-204,processed_transcript
ENSDART00000136249,rbm44-202,protein_coding
ENSDART00000139270,rbm44-203,protein_coding
ENSDART00000173222,GPR101-201,protein_coding
ENSDART00000146909,CHCHD10-201,protein_coding
ENSDART00000024858,CHCHD10-202,protein_coding
ENSDART00000012759,YIPF3-201,protein_coding
ENSDART00000056655,klf17-201,protein_coding
ENSDART00000135478,si:ch211-197g22.1-201,processed_transcript
ENSDART00000137446,si:ch211-197g22.1-202,processed_transcript
ENSDART00000140533,si:ch211-197g22.1-203,processed_transcript
ENSDART00000148186,si:ch211-197g22.1-204,processed_transcript
ENSDART00000003621,sinup-201,protein_coding
ENSDART00000132356,sinup-202,nonsense_mediated_decay
ENSDART00000148013,GFRA2-201,protein_coding
ENSDART00000080430,GFRA2-202,protein_coding
ENSDART00000165399,acp5b-201,protein_coding
ENSDART00000173375,arap3-202,retained_intron
ENSDART00000173056,arap3-201,protein_coding
ENSDART00000138142,chchd6a-202,processed_transcript
ENSDART00000176139,chchd6a-206,protein_coding
ENSDART00000123925,chchd6a-201,protein_coding
ENSDART00000143933,chchd6a-205,protein_coding
ENSDART00000143339,chchd6a-204,processed_transcript
ENSDART00000140977,chchd6a-203,processed_transcript
ENSDART00000173993,si:dkey-78a14.6-201,lincRNA
ENSDART00000149320,ARL8A-201,protein_coding
ENSDART00000033848,brf1a-201,protein_coding
ENSDART00000158709,brf1a-203,protein_coding
ENSDART00000139650,brf1a-202,protein_coding
ENSDART00000065057,itgb7-201,protein_coding
ENSDART00000155016,DGKZ-201,protein_coding
ENSDART00000154229,RTRAF-204,retained_intron
ENSDART00000005355,RTRAF-202,protein_coding
ENSDART00000156520,RTRAF-203,retained_intron
ENSDART00000156262,RTRAF-201,retained_intron
ENSDART00000143657,ACMSD-201,protein_coding
ENSDART00000169911,ACMSD-202,protein_coding
ENSDART00000054209,cdkn2a/b-201,protein_coding
ENSDART00000193973,cdkn2a/b-202,protein_coding
ENSDART00000148075,adgre10-201,protein_coding
ENSDART00000054689,atoh8-201,protein_coding
ENSDART00000056893,PDCD7-202,protein_coding
ENSDART00000172811,PDCD7-201,protein_coding
ENSDART00000133049,QRFPR-201,protein_coding
ENSDART00000041026,QRFPR-202,protein_coding
ENSDART00000053153,mhc1zba-201,protein_coding
ENSDART00000188322,PCDH15-203,protein_coding
ENSDART00000163331,PCDH15-201,protein_coding
ENSDART00000164732,PCDH15-202,protein_coding
ENSDART00000144822,hnrnpa3-204,protein_coding
ENSDART00000135273,hnrnpa3-202,protein_coding
ENSDART00000137210,hnrnpa3-203,protein_coding
ENSDART00000102934,hnrnpa3-201,protein_coding
ENSDART00000173484,si:ch211-105d1.4-201,antisense
ENSDART00000059038,ITGA8-202,protein_coding
ENSDART00000141061,ITGA8-201,protein_coding
ENSDART00000031425,cdk5rap2-201,protein_coding
ENSDART00000160503,SLC15A4-201,protein_coding
ENSDART00000147395,dok2-203,processed_transcript
ENSDART00000135238,dok2-201,protein_coding
ENSDART00000189792,dok2-204,protein_coding
ENSDART00000140126,dok2-202,protein_coding
ENSDART00000192764,dok2-205,protein_coding
ENSDART00000091695,CACNG7-202,protein_coding
ENSDART00000147128,CACNG7-201,protein_coding
ENSDART00000157205,si:dkey-27l15.1-202,nonsense_mediated_decay
ENSDART00000156827,si:dkey-27l15.1-201,protein_coding
ENSDART00000137504,P2RY8-201,protein_coding
ENSDART00000185718,,lincRNA
ENSDART00000185083,,lincRNA
ENSDART00000174069,,lincRNA
ENSDART00000033574,SLC24A5-201,protein_coding
ENSDART00000146237,FST-201,protein_coding
ENSDART00000051065,FST-202,protein_coding
ENSDART00000137388,SRBD1-201,protein_coding
ENSDART00000169076,SRBD1-202,protein_coding
ENSDART00000082121,ms4a17a.4-201,protein_coding
ENSDART00000165067,ABHD14B-201,protein_coding
ENSDART00000168712,si:ch73-299h12.6-201,protein_coding
ENSDART00000077804,slc22a15-201,protein_coding
ENSDART00000154756,slc22a15-202,retained_intron
ENSDART00000106072,si:dkey-26g8.5-201,protein_coding
ENSDART00000141359,ADGRB1-202,retained_intron
ENSDART00000179342,ADGRB1-203,protein_coding
ENSDART00000143118,ADGRB1-201,protein_coding
ENSDART00000138340,si:dkey-103k4.3-201,processed_transcript
ENSDART00000077245,TOR4A-201,protein_coding
ENSDART00000183196,TOR4A-202,protein_coding
ENSDART00000073734,CIAO2B-201,protein_coding
ENSDART00000144591,CIAO2B-203,protein_coding
ENSDART00000124342,CIAO2B-202,protein_coding
ENSDART00000191291,CIAO2B-204,protein_coding
ENSDART00000168665,SH3BGRL3-201,protein_coding
ENSDART00000135257,si:rp71-23d18.8-201,protein_coding
ENSDART00000137386,si:ch211-212c13.6p-201,unprocessed_pseudogene
ENSDART00000149116,prr36a-202,protein_coding
ENSDART00000143363,prr36a-201,protein_coding
ENSDART00000147568,si:dkey-27b3.4-202,protein_coding
ENSDART00000144218,si:dkey-27b3.4-201,protein_coding
ENSDART00000150048,ITGB3-201,protein_coding
ENSDART00000006908,ITGB3-202,protein_coding
ENSDART00000145198,STEAP4-201,protein_coding
ENSDART00000137420,ccl34b.1-201,retained_intron
ENSDART00000165760,ccl34b.1-203,protein_coding
ENSDART00000145829,ccl34b.1-202,protein_coding
ENSDART00000134689,PLG-201,protein_coding
ENSDART00000045816,PLG-202,protein_coding
ENSDART00000005944,RPL5-201,protein_coding
ENSDART00000140469,DEPTOR-201,protein_coding
ENSDART00000059984,DEPTOR-203,protein_coding
ENSDART00000133566,DEPTOR-202,protein_coding
ENSDART00000167411,DEPTOR-204,protein_coding
ENSDART00000161627,GNB5-202,retained_intron
ENSDART00000168016,GNB5-201,protein_coding
ENSDART00000134928,nfatc3b-201,protein_coding
ENSDART00000172612,si:ch211-59d8.3-201,protein_coding
ENSDART00000109440,ADAMTS9-201,protein_coding
ENSDART00000138964,ADAMTS9-202,protein_coding
ENSDART00000132384,MATCAP2-201,protein_coding
ENSDART00000174834,MATCAP2-202,protein_coding
ENSDART00000135518,si:ch211-170i2.2-201,lincRNA
ENSDART00000141768,si:ch211-170i2.2-203,lincRNA
ENSDART00000143051,si:ch211-170i2.2-204,lincRNA
ENSDART00000140090,si:ch211-170i2.2-202,lincRNA
ENSDART00000104222,b3gntl1-202,protein_coding
ENSDART00000063750,b3gntl1-201,protein_coding
ENSDART00000143018,b3gntl1-203,processed_transcript
ENSDART00000140432,PHYHD1-203,protein_coding
ENSDART00000147187,PHYHD1-201,protein_coding
ENSDART00000025612,PHYHD1-204,protein_coding
ENSDART00000148910,PHYHD1-202,protein_coding
ENSDART00000160681,AGTRAP-202,retained_intron
ENSDART00000111284,AGTRAP-201,protein_coding
ENSDART00000157703,AGTRAP-203,protein_coding
ENSDART00000134308,ZZZ3-203,protein_coding
ENSDART00000114471,ZZZ3-204,protein_coding
ENSDART00000139829,ZZZ3-202,retained_intron
ENSDART00000137768,ZZZ3-201,protein_coding
ENSDART00000022325,PARP16-201,protein_coding
ENSDART00000152580,nlgn4xa-203,protein_coding
ENSDART00000113818,nlgn4xa-201,protein_coding
ENSDART00000128317,nlgn4xa-202,protein_coding
ENSDART00000150147,zgc:113298-203,protein_coding
ENSDART00000106104,zgc:113298-201,protein_coding
ENSDART00000149907,zgc:113298-202,protein_coding
ENSDART00000138738,si:dkey-83f18.12p-201,unprocessed_pseudogene
ENSDART00000157333,si:dkey-79d12.6-201,protein_coding
ENSDART00000156417,sparcl2-201,protein_coding
ENSDART00000145657,zgc:113984-204,retained_intron
